Study_word,test_word,Reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Study_Phase.started,StudyText.started,Studyslider.started,Study_Phase.stopped,Studyslider.response,Studyslider.rt,Test_Phase.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,Test_Phase.stopped,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,TestText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,bo_t_e,Bottle,new,,,,,0,9,9,18,75.07712300005369,,,,,,,,75.06172210001387,75.07712300005369,75.07712300005369,75.07712300005369,0.0019964000675827265,82.19408560008742,bootle,"[0.004629629629629629, 0.04722222222222222, 0.03888888888888889, 0.03333333333333333]","[-0.33240740740740743, -0.24074074074074073, -0.2675925925925926, -0.2851851851851852]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.7801435999572277, 5.312453699996695, 6.112513899803162, 7.12932790000923]",['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,_oo_,Book,old,,,,,0,10,10,13,82.20823360001668,,,,,,,,82.19472420006059,82.20823360001668,82.20823360001668,82.20823360001668,0.0032462000381201506,89.27543890010566,book,[0.009259259259259259],[-0.28703703703703703],[1],[0],[0],[7.076779600000009],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,P_st_r,Poster,old,,,,,0,11,11,9,89.2903974999208,,,,,,,,89.27599820005707,89.2903974999208,89.2903974999208,89.2903974999208,0.0024166000075638294,93.1904931999743,poster,[0.011111111111111112],[-0.2935185185185185],[1],[0],[0],[3.9116777000017464],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,T_hi_t,Tshirt,old,,,,,0,12,12,2,93.20591889997013,,,,,,,,93.19105269992724,93.20591889997013,93.20591889997013,93.20591889997013,0.002225100062787533,100.58930519991554,tshirt,[0.014814814814814815],[-0.2962962962962963],[1],[0],[0],[7.395449400180951],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,_ha_t,Chart,old,,,,,0,13,13,1,100.60459119989537,,,,,,,,100.58972709998488,100.60459119989537,100.60459119989537,100.60459119989537,0.002263600006699562,107.13751000002958,chart,[0.01574074074074074],[-0.3111111111111111],[1],[0],[0],[6.545000500045717],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,c_s_io_,Cushion,old,,,,,0,14,14,14,107.15316300000995,,,,,,,,107.13810359989293,107.15316300000995,107.15316300000995,107.15316300000995,0.0033844998106360435,113.8524792001117,cushion,[0.01574074074074074],[-0.3],[1],[0],[0],[6.710648500127718],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,ta_l_,Table,new,,,,,0,15,15,15,113.86826750007458,,,,,,,,113.85290689999238,113.86826750007458,113.86826750007458,113.86826750007458,0.002495700027793646,119.61812149989419,table,[0.013888888888888888],[-0.30277777777777776],[1],[0],[0],[5.762275699991733],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,_ho_e,Phone,old,,,,,0,16,16,12,119.633728899993,,,,,,,,119.61872219992802,119.633728899993,119.633728899993,119.633728899993,0.002438100054860115,125.05108879995532,whole,[-0.002777777777777778],[-0.2962962962962963],[1],[0],[0],[5.42928779986687],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,P_li_e,Police,old,,,,,0,17,17,7,125.0661315000616,,,,,,,,125.05181430000812,125.0661315000616,125.0661315000616,125.0661315000616,0.0029992000199854374,130.5164934999775,police,[0.008333333333333333],[-0.29444444444444445],[1],[0],[0],[5.461206200066954],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,l_pt_p,Laptop,old,,,,,0,18,18,0,130.53156569995917,,,,,,,,130.51703929994255,130.53156569995917,130.53156569995917,130.53156569995917,0.002449700143188238,138.0148147,laptop,[0.02962962962962963],[-0.3],[1],[0],[0],[7.494654499925673],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
,P_s_r_,Pastry,old,,,,,0,19,19,4,138.03033809992485,,,,,,,,138.01559119997546,138.03033809992485,138.03033809992485,138.03033809992485,0.004299100022763014,147.0296080999542,pastry,[0.027777777777777776],[-0.2916666666666667],[1],[0],[0],[9.009067200124264],['submit_text'],,530579,001,2024-11-07_14h41.23.667,Word Priming,2024.1.5,None,2024-11-07 14h41.32.541700 +0530,
